date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:08:12	198640/198640	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:34%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718037_58496	J:/$projects/DigestExt/DigestPlus/web/_17718037_58496.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:12	207798/207798	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:35%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718021_58496	J:/$projects/DigestExt/DigestPlus/web/_17718021_58496.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:12	106159/106159	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:35%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718023_58496	J:/$projects/DigestExt/DigestPlus/web/_17718023_58496.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:12	88228/88228	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:35%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718036_70194	J:/$projects/DigestExt/DigestPlus/web/_17718036_70194.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:13	248072/248072	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:35%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718022_58351	J:/$projects/DigestExt/DigestPlus/web/_17718022_58351.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:13	87870/87870	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:36%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718032_53039	J:/$projects/DigestExt/DigestPlus/web/_17718032_53039.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:14	365802/365802	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:36%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718018_71442	J:/$projects/DigestExt/DigestPlus/web/_17718018_71442.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:14	82822/82822	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:37%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718019_13642	J:/$projects/DigestExt/DigestPlus/web/_17718019_13642.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:14	83923/83923	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:36%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/TeSysFACCoils-7DE8B563	J:/$projects/DigestExt/DigestPlus/web/tesysfaccoils-7de8b563.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:14	121433/121433	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:37%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718013_95367	J:/$projects/DigestExt/DigestPlus/web/_17718013_95367.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
